gene,d,log2fc,p_raw,is_surface,mean_junb_plus,mean_junb_minus,p_bh
FGD5,-1.9327,-0.1341,0.000406,False,-0.0935,0.0406,0.003046
FGD5-AS1,0.9926,0.1143,0.01766,False,-0.03,-0.1443,0.040011
FGD5P1,-1.1599,-0.0305,0.008325,False,-0.0534,-0.0229,0.022475
FGD6,-0.5948,-0.0529,0.112179,False,-0.0097,0.0432,0.175231
FGF1,-1.0276,-0.076,0.015052,False,-0.0249,0.0511,0.03536
FGF10,0.9079,0.062,0.026095,False,-0.0183,-0.0803,0.054379
FGF10-AS1,-1.8419,-0.1301,0.000557,False,-0.0976,0.0325,0.003585
FGF11,-0.8808,-0.0546,0.029608,False,-0.0285,0.0261,0.060146
FGF12,-0.791,-0.1036,0.045037,False,-0.0043,0.0992,0.084126
FGF12-AS1,-1.6846,-0.0451,0.000985,False,-0.0626,-0.0175,0.005049
FGF12-AS3,0.779,0.0068,0.047635,False,-0.0028,-0.0095,0.087951
FGF13,-1.3113,-0.2767,0.004332,False,-0.2111,0.0656,0.013904
FGF13-AS1,-1.159,-0.0074,0.008356,False,-0.0267,-0.0193,0.022544
FGF14,-1.6914,-0.2581,0.00096,False,-0.0083,0.2497,0.004968
FGF14-AS2,1.1243,0.0423,0.009742,False,-0.0119,-0.0542,0.025333
FGF14-IT1,-1.2672,-0.2188,0.005226,False,-0.0125,0.2063,0.015924
FGF16,-0.0452,-0.007,0.89548,False,-0.0134,-0.0064,0.920436
FGF17,0.6463,0.0085,0.088502,False,-0.0126,-0.021,0.144747
FGF18,0.9411,0.0644,0.022377,False,0.1047,0.0403,0.048139
FGF2,-0.4379,-0.0268,0.225373,False,0.0077,0.0346,0.308361
FGF20,-0.138,-0.0027,0.68972,False,-0.0177,-0.015,0.754348
FGF22,-1.696,-0.0247,0.000944,False,-0.0422,-0.0176,0.004914
FGF23,-1.6645,-0.0131,0.001061,False,-0.0271,-0.014,0.005284
FGF5,-1.8973,-0.0388,0.000459,False,-0.0516,-0.0128,0.003237
FGF6,-1.3317,-0.0467,0.003977,False,-0.0721,-0.0255,0.013116
FGF7,1.3298,0.2766,0.004008,False,0.1674,-0.1092,0.01318
FGF7P2,-0.245,-0.004,0.483313,False,-0.0123,-0.0084,0.56977
FGF7P3,-0.8464,-0.1167,0.034753,False,0.0178,0.1345,0.068518
FGF7P4,4.6433,0.0137,1e-06,False,0.0009,-0.0128,0.000403
FGF7P5,1.1698,0.0226,0.007969,False,0.0005,-0.0221,0.021774
FGF7P6,0.5755,0.0329,0.122546,False,0.025,-0.008,0.188343
FGF7P8,2.539,0.0423,6.2e-05,False,0.0164,-0.0259,0.001755
FGF8,-0.8134,-0.0035,0.040556,False,-0.0117,-0.0082,0.07747
FGF9,-0.6966,-0.0324,0.070028,False,-0.0489,-0.0165,0.1198
FGFBP1,2.5579,0.0057,5.9e-05,False,-0.0003,-0.006,0.001747
FGFBP2,0.5809,0.0472,0.11958,False,0.0067,-0.0404,0.18471
FGFBP3,0.2156,0.0132,0.535834,False,0.0201,0.0069,0.617979
FGFR1,0.1201,0.0118,0.728006,True,-0.0306,-0.0424,0.78582
FGFR1OP,-1.0197,-0.1546,0.015601,False,0.011,0.1657,0.03633
FGFR1OP2,0.4068,0.0446,0.257014,False,-0.0147,-0.0592,0.343093
FGFR2,-0.5017,-0.049,0.170681,True,-0.0281,0.0209,0.246098
FGFR3,-0.9124,-0.045,0.025556,True,-0.046,-0.001,0.053524
FGFR4,0.0333,0.005,0.922912,True,-0.0009,-0.0059,0.940914
FGFRL1,0.2209,0.0178,0.526122,False,0.0061,-0.0117,0.609508
FGGY,-1.5937,-0.2702,0.001389,False,-0.1329,0.1373,0.006308
FGL1,-1.8652,-0.0162,0.000513,False,-0.0357,-0.0196,0.003438
FGL2,1.2814,0.1061,0.004917,False,-0.0074,-0.1135,0.015235
FGR,0.286,0.0084,0.415912,False,-0.0115,-0.0199,0.505032
FH,2.6035,0.139,5.2e-05,False,0.0365,-0.1025,0.001716
FHAD1,-0.3501,-0.0405,0.324334,False,-0.0599,-0.0194,0.414185
FHDC1,0.0052,0.0004,0.987919,False,0.0402,0.0397,0.990904
FHIT,-2.267,-0.4292,0.000138,False,-0.0996,0.3296,0.002056
FHL1,0.959,0.0846,0.02061,False,0.0226,-0.062,0.045178
FHL2,0.3816,0.044,0.285389,False,-0.0198,-0.0638,0.373294
FHL3,-0.7026,-0.0443,0.068117,False,-0.1362,-0.0919,0.117191
FHL5,0.1946,0.012,0.575389,False,-0.0008,-0.0128,0.653343
FHOD1,-0.9165,-0.0637,0.025084,False,-0.0121,0.0516,0.052739
FHOD3,-1.7042,-0.2643,0.000916,False,-0.1559,0.1085,0.004816
FHP1,-0.0893,-0.0043,0.795572,False,-0.0244,-0.0201,0.84121
FIBCD1,-0.2768,-0.0054,0.430319,False,-0.0216,-0.0162,0.518903
FIBIN,2.36,0.1815,0.000104,False,0.0541,-0.1274,0.001901
FIBP,1.2305,0.1135,0.006118,False,0.0076,-0.1059,0.017876
FICD,0.7129,0.0735,0.064907,False,0.0235,-0.05,0.112688
FIG4,-1.6845,-0.1016,0.000985,False,-0.052,0.0496,0.005049
FIGLA,0.0965,0.0058,0.779592,False,-0.009,-0.0149,0.828318
FIGN,-1.6649,-0.1484,0.00106,False,-0.0547,0.0937,0.005283
FIGNL1,0.7812,0.0631,0.047156,False,0.0503,-0.0128,0.087267
FIGNL2,-1.0089,-0.0272,0.016389,False,-0.0461,-0.0188,0.037776
FIGNL2-DT,-0.1878,-0.0016,0.588552,False,-0.0133,-0.0117,0.665493
FILIP1,-1.0426,-0.1228,0.014063,False,-0.0625,0.0603,0.033524
FILIP1L,0.1797,0.035,0.604508,False,-0.0475,-0.0825,0.679454
FILNC1,-1.0748,-0.0601,0.012156,False,-0.0842,-0.024,0.03
FIP1L1,-0.9731,-0.1389,0.019309,False,-0.0443,0.0947,0.042913
FIRRE,-1.4145,-0.1144,0.002824,False,0.0146,0.129,0.010256
FIS1,1.8566,0.2221,0.000529,False,0.0033,-0.2188,0.003493
FITM1,-0.2873,-0.0218,0.413808,False,-0.0382,-0.0164,0.503033
FITM2,0.5979,0.0268,0.110619,False,0.0134,-0.0134,0.173223
FIZ1,-0.0052,-0.0003,0.987872,False,0.0001,0.0005,0.990898
FJX1,1.1377,0.0889,0.009183,False,0.0092,-0.0797,0.024209
FKBP10,0.6892,0.0768,0.072485,False,0.0619,-0.0149,0.123199
FKBP11,1.4169,0.1635,0.002797,False,0.0745,-0.0889,0.010188
FKBP14,1.2125,0.1245,0.006613,False,0.0095,-0.1149,0.018898
FKBP15,0.3033,0.0216,0.389444,False,0.0028,-0.0189,0.4792
FKBP1A,1.4841,0.2325,0.002133,False,0.0439,-0.1886,0.008449
FKBP1AP1,1.3373,0.0073,0.003885,False,0.0001,-0.0071,0.012898
FKBP1B,0.0305,0.0024,0.929403,False,-0.0087,-0.0111,0.945621
FKBP1C,1.0924,0.1177,0.011233,False,0.0471,-0.0705,0.028253
FKBP2,-0.3061,-0.0757,0.385318,False,0.0314,0.1071,0.475038
FKBP3,1.3751,0.1412,0.00332,False,-0.0189,-0.1602,0.011518
FKBP4,0.9449,0.1149,0.021989,False,0.0648,-0.0501,0.047501
FKBP5,-0.3413,-0.1269,0.335848,False,-0.2108,-0.0839,0.425693
FKBP6,-0.6813,-0.0189,0.075222,False,-0.0372,-0.0184,0.126978
FKBP7,1.4836,0.2498,0.002137,False,0.0324,-0.2175,0.008459
FKBP8,0.72,0.0978,0.062798,False,0.0294,-0.0685,0.109787
FKBP9,1.0977,0.0841,0.010973,False,-0.0263,-0.1104,0.02773
FKBP9P1,-0.2521,-0.0214,0.471129,False,-0.0097,0.0118,0.558346
FKBPL,0.6618,0.0239,0.082339,False,-0.0136,-0.0374,0.136412
FKRP,0.0851,0.0075,0.804876,False,-0.0029,-0.0104,0.84869
FKTN,-0.9053,-0.1199,0.026421,False,-0.0626,0.0572,0.054896
FLACC1,-0.8418,-0.1174,0.03551,False,-0.0588,0.0586,0.069652
FLAD1,0.1279,0.0085,0.711097,False,0.0026,-0.0059,0.771908
FLCN,-1.4547,-0.1884,0.002399,False,-0.0995,0.0889,0.009187
FLG,-1.9541,-0.0384,0.000378,False,-0.0627,-0.0242,0.002946
FLG-AS1,-2.7769,-0.2025,3.3e-05,False,-0.0278,0.1746,0.001634
FLG2,-0.3788,-0.0092,0.288675,False,-0.0133,-0.0041,0.376902
FLI1,-0.6971,-0.0825,0.069892,False,-0.022,0.0604,0.119609
FLII,1.0901,0.0529,0.011354,False,-0.0088,-0.0617,0.028485
FLJ45513,-0.8997,-0.0386,0.027113,False,-0.053,-0.0144,0.056003
FLNA,1.1892,0.1004,0.007318,False,0.0984,-0.002,0.020419
FLNB,-0.9706,-0.0612,0.019536,False,-0.0206,0.0406,0.04332
FLNB-AS1,-0.6308,-0.0101,0.095068,False,-0.034,-0.0239,0.153354
FLNC,-0.47,-0.0753,0.196192,False,-0.0627,0.0126,0.275989
FLNC-AS1,-2.1333,-0.1037,0.000209,False,-0.1328,-0.0292,0.002306
FLOT1,2.376,0.1082,9.9e-05,False,0.0727,-0.0355,0.001889
FLOT2,1.2221,0.1235,0.006343,False,0.1096,-0.0139,0.018352
FLRT1,-0.0948,-0.0024,0.783368,False,-0.0231,-0.0207,0.831536
FLRT2,-1.6906,-0.2156,0.000963,False,0.0118,0.2274,0.004976
FLRT3,-0.7709,-0.0143,0.049491,False,-0.0584,-0.0442,0.090679
FLT1,0.5556,0.0405,0.134143,False,-0.0216,-0.0621,0.202566
FLT3,-0.2395,-0.0147,0.492867,False,-0.0239,-0.0092,0.578812
FLT3LG,0.0173,0.0019,0.959974,False,0.0044,0.0024,0.969453
FLT4,-0.3134,-0.0064,0.374683,False,-0.0318,-0.0255,0.464606
FLVCR1,-0.327,-0.0335,0.355325,False,0.0172,0.0507,0.444888
FLVCR1-DT,-0.1793,-0.0076,0.605201,False,-0.0129,-0.0053,0.680108
FLVCR2,-0.7187,-0.1048,0.063173,False,-0.0213,0.0835,0.1103
FLYWCH1,-0.4968,-0.0426,0.174461,False,-0.0584,-0.0158,0.250532
FLYWCH1P1,-1.8732,-0.02,0.000499,False,-0.0327,-0.0127,0.003384
FLYWCH2,1.7533,0.1056,0.000765,False,0.0003,-0.1053,0.004315
FMC1,0.2472,0.0308,0.479606,False,-0.0328,-0.0636,0.566388
FMC1-LUC7L2,-0.8525,-0.2656,0.033776,False,-0.0313,0.2344,0.066952
FMN1,-0.9338,-0.0824,0.023149,False,-0.0165,0.0658,0.049429
FMN2,-0.9162,-0.1483,0.025117,False,-0.0433,0.105,0.052791
FMNL1,0.0451,0.0038,0.895761,False,0.0231,0.0193,0.920525
FMNL2,-2.1626,-0.3335,0.000191,False,-0.1633,0.1703,0.002245
FMNL3,-0.8127,-0.1294,0.040687,False,-0.026,0.1034,0.077673
FMO1,0.305,0.025,0.386928,False,0.0076,-0.0174,0.476588
FMO10P,-1.7945,-0.0171,0.000659,False,-0.0331,-0.016,0.00395
FMO11P,-1.2452,-0.0414,0.005741,False,-0.0569,-0.0155,0.017059
FMO2,0.6389,0.0804,0.091575,False,-0.048,-0.1284,0.148808
FMO3,-0.0203,-0.0022,0.952824,False,-0.0204,-0.0183,0.963853
FMO4,-0.9926,-0.0754,0.017663,False,-0.001,0.0744,0.040016
FMO5,-1.1478,-0.1424,0.008778,False,-0.0337,0.1087,0.023425
FMO6P,-0.9659,-0.0652,0.019963,False,-0.0608,0.0043,0.044066
FMO9P,-1.761,-0.0256,0.000744,False,-0.0393,-0.0137,0.004248
FMOD,1.5588,0.223,0.001589,False,-0.0367,-0.2596,0.006894
FMR1,-0.0175,-0.0017,0.959524,False,-0.0076,-0.0059,0.969102
FMR1-AS1,0.5382,0.016,0.145033,False,-0.0045,-0.0204,0.215918
FMR1-IT1,-1.3379,-0.0797,0.003875,False,-0.044,0.0356,0.012875
FMR1NB,-1.1433,-0.0385,0.008958,False,-0.0524,-0.0138,0.023753
FN1,0.8008,0.2,0.043016,False,-0.0723,-0.2723,0.081137
FN3K,-0.9395,-0.0657,0.022544,False,-0.0471,0.0186,0.048421
FN3KRP,0.4397,0.0247,0.223672,False,-0.0521,-0.0768,0.306421
FNBP1,-2.1598,-0.1445,0.000192,False,-0.1169,0.0276,0.002249
FNBP1L,-1.1763,-0.0794,0.007746,False,-0.0861,-0.0066,0.021308
FNBP1P1,0.6072,0.0349,0.105982,False,0.0085,-0.0264,0.167496
FNBP4,-1.3674,-0.1681,0.003427,False,-0.162,0.0061,0.011785
FNDC1,0.7333,0.1284,0.059013,False,-0.0382,-0.1667,0.104444
FNDC1-IT1,0.239,0.0073,0.493801,False,-0.0184,-0.0257,0.579678
FNDC10,1.0657,0.0224,0.012667,False,-0.0135,-0.0358,0.030947
FNDC11,0.6938,0.0148,0.070967,False,-0.0042,-0.019,0.121098
FNDC3A,-0.6132,-0.0604,0.103095,False,-0.0594,0.001,0.163655
FNDC3B,-1.5441,-0.2046,0.001683,False,-0.0058,0.1987,0.007172
FNDC3CP,-0.5211,-0.0134,0.156577,False,-0.0275,-0.0141,0.229697
FNDC4,1.1325,0.1166,0.009395,False,0.0152,-0.1014,0.02463
FNDC5,-1.9764,-0.191,0.00035,False,-0.268,-0.077,0.002853
FNDC7,-0.7273,-0.0275,0.06067,False,-0.0457,-0.0182,0.106762
FNDC8,0.1878,0.0045,0.58869,False,-0.009,-0.0135,0.665609
FNDC9,0.8063,0.0029,0.04192,False,-0.0043,-0.0072,0.079511
FNIP1,-1.8559,-0.2679,0.00053,False,-0.0494,0.2185,0.003495
FNIP2,-0.7015,-0.0564,0.068445,False,-0.0253,0.0312,0.11767
FNTA,0.3192,0.0277,0.366301,False,0.0366,0.0089,0.45617
FNTAP2,0.8495,0.011,0.034262,False,-0.0048,-0.0159,0.06771
FNTB,-0.7827,-0.1157,0.046824,False,-0.0403,0.0754,0.086809
FO393400.1,-1.2454,-0.1141,0.005737,False,-0.0196,0.0945,0.017051
FO393401.1,-0.89,-0.0236,0.028364,False,-0.0506,-0.027,0.058109
FO393401.2,-0.7333,-0.0246,0.059006,False,-0.0363,-0.0117,0.104436
FO393409.1,1.2828,0.0091,0.004888,False,0.0001,-0.009,0.015172
FO393411.1,-0.0747,-0.0131,0.828387,False,0.0664,0.0795,0.867065
FO393414.3,-1.4406,-0.0119,0.00254,False,-0.0266,-0.0148,0.009557
FO393415.1,-0.6866,-0.0193,0.073366,False,-0.0498,-0.0304,0.124384
FO393415.2,0.372,0.0005,0.296861,False,-0.0082,-0.0087,0.385316
FO393415.3,-1.7249,-0.0468,0.000848,False,-0.0561,-0.0093,0.004587
FO393418.1,-1.1453,-0.0483,0.008876,False,-0.0552,-0.0069,0.0236
FO393419.2,-0.9751,-0.0128,0.019139,False,-0.0285,-0.0157,0.04262
FO393419.3,0.0004,0.0,0.998967,False,-0.0191,-0.0191,0.999257
FO680682.1,-0.8025,-0.0107,0.042666,False,-0.019,-0.0082,0.080593
FO681491.1,-1.1941,-0.0226,0.007165,False,-0.0381,-0.0155,0.0201
FO681492.1,0.292,0.0034,0.406531,False,-0.0176,-0.021,0.496008
FO681548.1,-2.7171,-0.1067,3.8e-05,False,-0.1411,-0.0343,0.001649
FO704657.1,-1.092,-0.0432,0.011254,False,-0.0648,-0.0216,0.028289
FOCAD,-2.2026,-0.2523,0.000168,False,-0.0587,0.1936,0.002161
FOCAD-AS1,0.5441,0.0163,0.14126,False,-0.0029,-0.0192,0.211256
FOLH1,-0.1641,-0.0077,0.6357,False,0.009,0.0167,0.707453
FOLH1B,-0.8002,-0.0206,0.043142,False,-0.038,-0.0174,0.08133
FOLR1,0.8964,0.0153,0.027525,False,-0.0182,-0.0335,0.056663
FOLR2,1.0292,0.0317,0.014944,False,-0.0055,-0.0372,0.035157
FOLR3,0.1772,0.0086,0.609405,False,-0.0131,-0.0218,0.683821
FOPNL,0.7258,0.0729,0.06111,False,0.0045,-0.0684,0.107412
FOS,2.4425,1.0835,8.2e-05,False,1.1274,0.0439,0.001814
FOSB,3.9292,0.7524,2e-06,False,0.6223,-0.13,0.000578
FOSL1,0.339,0.0326,0.338913,False,0.0183,-0.0144,0.428637
FOSL2,2.3076,0.1507,0.000122,False,0.1694,0.0187,0.001983
FOXA1,1.4422,0.0152,0.002523,False,0.0012,-0.014,0.00951
FOXA3,0.8378,0.0165,0.036179,False,-0.0062,-0.0227,0.070672
FOXB1,-0.7787,-0.0392,0.047698,False,-0.0603,-0.021,0.088042
FOXC1,1.4847,0.0829,0.002127,False,0.0305,-0.0524,0.008434
FOXC2,-0.3365,-0.002,0.342337,False,-0.0188,-0.0168,0.432028
FOXD1,0.2408,0.0168,0.490575,False,0.0055,-0.0113,0.576683
FOXD2,0.3183,0.0072,0.367641,False,-0.015,-0.0222,0.457478
FOXD2-AS1,1.1797,0.0186,0.007629,False,-0.0139,-0.0325,0.021071
FOXD3,1.6081,0.0131,0.001314,False,0.0016,-0.0115,0.006088
FOXD3-AS1,-0.0238,-0.0003,0.944763,False,-0.0177,-0.0174,0.957798
FOXD4,0.3853,0.0014,0.281115,False,-0.0276,-0.0291,0.368864
FOXD4L1,1.3634,0.0147,0.003484,False,-0.0117,-0.0264,0.011936
FOXD4L3,2.7478,0.0079,3.5e-05,False,-0.0001,-0.008,0.001649
FOXD4L5,0.9116,0.0051,0.025653,False,-0.0103,-0.0153,0.053691
FOXD4L6,2.5017,0.0067,6.9e-05,False,-0.0009,-0.0076,0.00177
FOXE3,2.2354,0.0083,0.000152,False,0.0002,-0.0082,0.002112
FOXF1,0.842,0.032,0.035484,False,-0.0111,-0.0431,0.069609
FOXF2,0.3,0.0157,0.394337,False,-0.0026,-0.0183,0.48406
FOXG1,-1.0904,-0.0059,0.011334,False,-0.0174,-0.0115,0.028449
FOXG1-AS1,-1.8278,-0.0212,0.000585,False,-0.0308,-0.0096,0.003681
FOXH1,-1.5945,-0.0153,0.001385,False,-0.028,-0.0127,0.006296
FOXI1,1.4124,0.0093,0.002849,False,0.0014,-0.0079,0.010316
FOXJ1,1.8117,0.0172,0.000619,False,-0.0051,-0.0223,0.003807
FOXJ2,0.208,0.0157,0.549961,False,-0.0022,-0.0179,0.631052
FOXJ3,-1.1813,-0.1895,0.007575,False,-0.0229,0.1666,0.020955
FOXK1,-0.7853,-0.0966,0.046264,False,0.0039,0.1005,0.086003
FOXK2,-1.002,-0.1189,0.016913,False,-0.018,0.1009,0.038697
FOXL1,-0.3761,-0.0051,0.29193,False,-0.0249,-0.0199,0.380233
FOXL2,-1.0884,-0.0048,0.011436,False,-0.0136,-0.0088,0.02864
FOXM1,-0.621,-0.049,0.099494,False,-0.0673,-0.0184,0.159134
FOXN1,-0.5157,-0.0058,0.160445,False,-0.0162,-0.0104,0.234155
FOXN2,-0.2885,-0.0311,0.411976,False,-0.0018,0.0293,0.50122
FOXN3,-1.0594,-0.2225,0.013033,False,-0.1048,0.1177,0.031629
FOXN3-AS1,0.0636,0.0027,0.853549,False,-0.0115,-0.0142,0.887339
FOXN3-AS2,1.3978,0.0061,0.003024,False,-0.0087,-0.0148,0.010762
FOXN3P1,1.4587,0.008,0.002361,False,0.0005,-0.0075,0.009089
FOXN4,-0.6158,-0.0051,0.101879,False,-0.0142,-0.0091,0.162126
FOXO1,-1.9047,-0.3067,0.000447,False,-0.0401,0.2667,0.003198
FOXO3,-0.5548,-0.0896,0.134585,False,-0.115,-0.0254,0.203169
FOXO3B,0.4206,0.0444,0.242537,False,0.0396,-0.0047,0.327409
FOXO4,0.3492,0.0231,0.325419,False,0.0015,-0.0216,0.415346
FOXO6,-1.2017,-0.0623,0.006931,False,-0.0422,0.0201,0.019582
FOXP1,-1.3154,-0.1474,0.004259,False,0.0521,0.1995,0.013754
FOXP1-AS1,-1.133,-0.0354,0.009375,False,-0.0594,-0.0239,0.024588
FOXP1-IT1,-0.9365,-0.0365,0.022866,False,-0.0256,0.0109,0.048977
FOXP2,-3.2587,-0.3485,1e-05,False,-0.0879,0.2606,0.00111
FOXP3,-1.8199,-0.0162,0.000602,False,-0.0359,-0.0197,0.003741
FOXP4,-0.6899,-0.0571,0.072267,False,-0.0648,-0.0077,0.122922
FOXP4-AS1,-0.1638,-0.0157,0.636338,False,0.0061,0.0218,0.707958
FOXQ1,1.4282,0.0512,0.002671,False,0.0318,-0.0194,0.009876
FOXR1,-1.8215,-0.0075,0.000598,False,-0.018,-0.0105,0.003724
FOXRED1,-0.499,-0.0399,0.172781,False,-0.0024,0.0375,0.248597
FOXRED2,0.5965,0.0626,0.111328,False,0.0172,-0.0453,0.174153
FOXS1,-0.1488,-0.0043,0.667239,False,-0.0325,-0.0282,0.734132
FP236241.1,0.3306,0.0438,0.350326,False,0.0374,-0.0064,0.43991
FP236315.1,-1.0884,-0.0036,0.011438,False,-0.0186,-0.0151,0.028641
FP236383.13,2.5621,0.0144,5.8e-05,False,0.0047,-0.0097,0.001747
FP236383.3,0.3135,0.0814,0.374535,False,-0.032,-0.1134,0.464438
FP236383.5,1.3397,0.0507,0.003846,False,0.0263,-0.0243,0.0128
FP236383.6,-1.2341,-0.0403,0.006022,False,-0.0532,-0.0129,0.017658
FP325317.1,-1.5642,-0.0175,0.001556,False,-0.0321,-0.0146,0.006788
FP325317.2,-1.5652,-0.0096,0.00155,False,-0.0208,-0.0113,0.006774
FP325318.1,-2.5041,-0.0167,6.8e-05,False,-0.0298,-0.0131,0.001766
FP325330.1,-1.9398,-0.0179,0.000396,False,-0.027,-0.0091,0.003012
FP325330.2,-2.7999,-0.0047,3.1e-05,False,-0.0163,-0.0116,0.001614
FP325332.1,-2.2085,-0.0346,0.000165,False,-0.0497,-0.0151,0.002147
FP325335.1,-0.211,-0.022,0.54433,False,-0.0446,-0.0226,0.625717
FP326651.1,-0.956,-0.0073,0.020888,False,-0.0234,-0.0161,0.045618
FP565260.1,-0.0194,-0.0009,0.955123,False,0.025,0.026,0.96543
FP565260.2,-0.1076,-0.0192,0.755173,False,0.0258,0.0451,0.808822
FP565260.3,-0.0454,-0.0072,0.89512,False,-0.0005,0.0068,0.920164
FP565260.5,-0.2223,-0.0014,0.523622,False,-0.017,-0.0156,0.607188
