gene	ensgid	group	in_B3	in_F144	lof_pLI	lof_LOEUF	mis_z	pli_ge_09	loeuf_lt_035	mis_z_top_decile	mis_z_ge_309	biological_category	biological_source
ADCK5	ENSG00000173137	bg	False	False	4.5106e-11	0.999	-0.58025	False	False	False	False		
ADCY1	ENSG00000164742	bg	False	False	1.0	0.346	4.711	True	True	True	True		
ADCY10	ENSG00000143199	bg	False	False	1.2558999999999999e-38	0.922	2.3147	False	False	False	False		
ADCY2	ENSG00000078295	bg	False	False	1.0	0.329	4.9485	True	True	True	True		
ADCY3	ENSG00000138031	bg	False	False	3.8965e-11	0.695	3.196	False	False	True	True		
ADCY4	ENSG00000129467	bg	False	False	2.5047e-35	1.089	0.7502	False	False	False	False		
ADCY5	ENSG00000173175	bg	False	False	1.0	0.326	4.4785	True	True	True	True		
ADCY6	ENSG00000174233	bg	False	False	1.356e-07	0.639	3.6344	False	False	True	True		
ADCY7	ENSG00000121281	bg	False	False	2.9515e-13	0.738	2.3934	False	False	False	False		
ADCY8	ENSG00000155897	bg	False	False	0.00049635	0.586	2.0467	False	False	False	False		
ADCY9	ENSG00000162104	bg	False	False	6.106e-05	0.603	1.9141	False	False	False	False		
ADCYAP1	ENSG00000141433	bg	False	False	0.22329	0.864	-1.5094	False	False	False	False		
ADCYAP1R1	ENSG00000078549	bg	False	False	7.4456e-09	0.797	1.9599	False	False	False	False		
ADD1	ENSG00000087274	bg	False	False	1.0	0.387	1.3492	True	False	False	False		
ADD2	ENSG00000075340	bg	False	False	1.0	0.388	2.6307	True	False	False	False		
ADD3	ENSG00000148700	bg	False	False	0.99998	0.395	0.99475	True	False	False	False		
ADGB	ENSG00000118492	bg	False	False	1.5097e-32	0.941	0.023131	False	False	False	False		
ADGRA1	ENSG00000197177	bg	False	False	0.0024377	1.025	-0.99682	False	False	False	False		
ADGRA2	ENSG00000020181	bg	False	False	1.2256e-15	0.943	-0.53971	False	False	False	False		
ADGRA3	ENSG00000152990	bg	False	False	4.5445e-05	0.607	1.2509	False	False	False	False		
ADGRB1	ENSG00000181790	bg	False	False	1.0	0.372	1.6912	True	False	False	False		
ADGRB2	ENSG00000121753	bg	False	False	1.0	0.383	3.8435	True	False	True	True		
ADGRB3	ENSG00000135298	bg	False	False	1.0	0.246	2.427	True	True	False	False		
ADGRD1	ENSG00000111452	bg	False	False	5.0406e-12	0.826	1.1242	False	False	False	False		
ADGRE1	ENSG00000174837	bg	False	False	2.7265e-22	0.951	0.89782	False	False	False	False		
ADGRE2	ENSG00000127507	bg	False	False	3.7208e-23	1.028	2.3707	False	False	False	False		
ADGRE3	ENSG00000131355	bg	False	False	2.5264000000000002e-24	1.265	1.1043	False	False	False	False		
ADGRE5	ENSG00000123146	bg	False	False	9.3388e-19	0.973	0.79778	False	False	False	False		
ADGRF1	ENSG00000153292	bg	False	False	5.3118e-24	1.247	-0.33835	False	False	False	False		
ADGRF3	ENSG00000173567	bg	False	False	4.7081e-26	1.069	1.5875	False	False	False	False		
ADGRF4	ENSG00000153294	bg	False	False	1.1036e-16	1.36	-0.56252	False	False	False	False		
ADGRF5	ENSG00000069122	bg	False	False	5.3761e-08	0.719	1.1973	False	False	False	False		
ADGRG1	ENSG00000205336	bg	False	False	6.3056e-12	0.871	1.4013	False	False	False	False		
ADGRG3	ENSG00000182885	bg	False	False	1.1337e-09	0.93	0.80219	False	False	False	False		
ADGRG5	ENSG00000159618	bg	False	False	9.8434e-10	0.982	0.64756	False	False	False	False		
ADGRG6	ENSG00000112414	bg	False	False	0.16537	0.63	0.89445	False	False	False	False		
ADGRG7	ENSG00000144820	bg	False	False	1.4692e-15	1.194	0.7642	False	False	False	False		
ADGRL1	ENSG00000072071	bg	False	False	1.0	0.302	4.0328	True	True	True	True		
ADGRL2	ENSG00000117114	bg	False	False	1.0	0.301	2.6759	True	True	False	False		
ADGRL3	ENSG00000150471	bg	False	False	0.99956	0.451	2.4878	True	False	False	False		
ADGRL4	ENSG00000162618	bg	False	False	1.7279e-27	1.44	-0.5177	False	False	False	False		
ADGRV1	ENSG00000164199	bg	False	False	6.4034e-36	0.637	2.3256	False	False	False	False		
ADH1A	ENSG00000187758	bg	False	False	8.7674e-09	1.104	0.16864	False	False	False	False		
ADH1B	ENSG00000196616	bg	False	False	1.2869e-06	1.013	0.80857	False	False	False	False		
ADH1C	ENSG00000248144	bg	False	False	5.1629e-07	0.991	1.1398	False	False	False	False		
ADH4	ENSG00000198099	bg	False	False	1.8113e-06	1.077	-0.24816	False	False	False	False		
ADH5	ENSG00000197894	bg	False	False	9.2579e-09	1.191	1.5936	False	False	False	False		
ADH6	ENSG00000172955	bg	False	False	5.8588e-11	1.263	0.33671	False	False	False	False		
ADH7	ENSG00000196344	bg	False	False	6.4586e-15	1.429	-0.93414	False	False	False	False		
ADHFE1	ENSG00000147576	bg	False	False	9.9156e-09	0.966	-0.026422	False	False	False	False		
ADI1	ENSG00000182551	bg	False	False	1.0815e-10	1.713	-0.26429	False	False	False	False		
ADIG	ENSG00000182035	bg	False	False	1.2014e-05	1.845	0.80743	False	False	False	False		
ADIPOQ	ENSG00000181092	bg	False	False	3.6258e-09	1.655	0.02331	False	False	False	False		
ADIPOR1	ENSG00000159346	bg	False	False	0.7792	0.571	3.5353	False	False	True	True		
ADIPOR2	ENSG00000006831	bg	False	False	0.17629	0.636	3.5224	False	False	True	True		
ADIRF	ENSG00000148671	bg	False	False	0.00011975	1.788	-0.74246	False	False	False	False		
ADK	ENSG00000156110	bg	False	False	0.00021733	0.893	1.7207	False	False	False	False		
ADM	ENSG00000148926	bg	False	False	0.90376	0.581	0.33158	True	False	False	False		
ADM2	ENSG00000128165	bg	False	False	0.00012314	1.901	-2.043	False	False	False	False		
ADM5	ENSG00000224420	bg	False	False	0.21076	1.818	0.048658	False	False	False	False		
ADNP	ENSG00000101126	bg	False	False	1.0	0.106	2.5832	True	True	False	False		
ADNP2	ENSG00000101544	bg	False	False	0.18308	0.896	0.68068	False	False	False	False		
ADO	ENSG00000181915	bg	False	False	0.0012344	1.476	-0.74926	False	False	False	False		
ADORA1	ENSG00000163485	bg	False	False	0.86185	0.598	2.5507	False	False	False	False		
ADORA2A	ENSG00000128271	bg	False	False	0.030226	0.846	1.8372	False	False	False	False		
ADORA2B	ENSG00000170425	bg	False	False	3.4881e-08	1.412	-0.39258	False	False	False	False		
ADORA3	ENSG00000282608	bg	False	False	0.12765	1.204	1.2182	False	False	False	False		
ADPGK	ENSG00000159322	bg	False	False	8.237e-07	0.937	0.49947	False	False	False	False		
ADPRH	ENSG00000144843	bg	False	False	6.5355e-09	1.165	0.8275	False	False	False	False		
ADPRHL1	ENSG00000153531	bg	False	False	6.3996e-15	1.264	1.2063	False	False	False	False		
ADPRM	ENSG00000170222	bg	False	False	0.00024482	0.959	1.7016	False	False	False	False		
ADPRS	ENSG00000116863	bg	False	False	3.3734e-08	1.155	-0.29451	False	False	False	False		
ADRA1A	ENSG00000120907	bg	False	False	3.6545e-11	1.343	0.28854	False	False	False	False		
ADRA1B	ENSG00000170214	bg	False	False	1.8158e-06	1.449	-0.96775	False	False	False	False		
ADRA1D	ENSG00000171873	bg	False	False	4.4147e-10	1.772	-1.073	False	False	False	False		
ADRA2A	ENSG00000150594	bg	False	False	0.0045237	1.783	-0.69193	False	False	False	False		
ADRA2B	ENSG00000274286	bg	False	False	8.3783e-07	1.556	0.30931	False	False	False	False		
ADRA2C	ENSG00000184160	bg	False	False	0.16791	1.116	0.46364	False	False	False	False		
ADRB1	ENSG00000043591	bg	False	False	0.11145	1.939	-0.84844	False	False	False	False		
ADRB2	ENSG00000169252	bg	False	False	0.001018	0.901	2.0128	False	False	False	False		
ADRB3	ENSG00000188778	bg	False	False	2.8276e-16	1.952	-1.5328	False	False	False	False		
ADRM1	ENSG00000130706	bg	False	False	1.0	0.188	1.24	True	True	False	False		
ADSL	ENSG00000239900	bg	False	False	2.8047e-10	0.915	1.7937	False	False	False	False		
ADSS1	ENSG00000185100	bg	False	False	9.893e-19	1.245	-0.1029	False	False	False	False		
ADSS2	ENSG00000035687	bg	False	False	0.13716	0.646	2.6409	False	False	False	False		
ADTRP	ENSG00000111863	bg	False	False	1.4591e-05	1.074	0.84923	False	False	False	False		
AEBP1	ENSG00000106624	bg	False	False	6.2634e-13	0.735	1.3129	False	False	False	False		
AEBP2	ENSG00000139154	bg	False	False	0.9868	0.461	-0.66969	True	False	False	False		
AEN	ENSG00000181026	bg	False	False	8.6278e-09	1.666	-0.25496	False	False	False	False		
AFAP1	ENSG00000196526	bg	False	False	1.2782e-17	0.918	-1.3475	False	False	False	False		
AFAP1L1	ENSG00000157510	bg	False	False	1.0845e-20	0.944	1.343	False	False	False	False		
AFAP1L2	ENSG00000169129	bg	False	False	0.00032142	0.605	0.94741	False	False	False	False		
AFDN	ENSG00000130396	bg	False	False	1.0	0.398	1.8981	True	False	False	False		
AFF1	ENSG00000172493	bg	False	False	0.94566	0.49	0.53163	True	False	False	False		
AFF3	ENSG00000144218	bg	False	False	1.0	0.318	2.2654	True	True	False	False		
AFF4	ENSG00000072364	bg	False	False	1.0	0.114	3.6501	True	True	True	True		
AFG1L	ENSG00000135537	bg	False	False	5.7967e-05	1.018	0.43451	False	False	False	False		
AFG3L2	ENSG00000141385	bg	False	False	1.0227e-08	0.724	3.0743	False	False	True	False		
AFM	ENSG00000079557	bg	False	False	2.2172000000000002e-25	1.44	-0.42108	False	False	False	False		
AFMID	ENSG00000183077	bg	False	False	5.3725e-11	1.018	0.43583	False	False	False	False		
AFP	ENSG00000081051	bg	False	False	5.2276e-14	0.963	0.67212	False	False	False	False		
AGA	ENSG00000038002	bg	False	False	3.0493e-05	0.938	0.11808	False	False	False	False		
AGAP1	ENSG00000157985	bg	False	False	1.0	0.366	1.7898	True	False	False	False		
AGAP2	ENSG00000135439	bg	False	False	0.99999	0.414	1.9562	True	False	False	False		
AGAP3	ENSG00000133612	bg	False	False	1.0	0.359	4.0127	True	False	True	True		
AGAP4	ENSG00000188234	bg	False	False	0.19089	0.761	4.0802	False	False	True	True		
AGAP5	ENSG00000172650	bg	False	False	0.46601	0.717	5.3654	False	False	True	True		
AGAP6	ENSG00000204149	bg	False	False	5.9877e-05	0.757	3.4998	False	False	True	True		
AGAP9	ENSG00000204172	bg	False	False	0.000495	0.823	4.1534	False	False	True	True		
AGBL1	ENSG00000273540	bg	False	False	2.6955999999999997e-46	1.313	-2.6251	False	False	False	False		
AGBL2	ENSG00000165923	bg	False	False	1.2893e-17	0.944	2.0835	False	False	False	False		
AGBL3	ENSG00000146856	bg	False	False	9.5555e-11	0.893	1.9561	False	False	False	False		
AGBL4	ENSG00000186094	bg	False	False	3.9504e-15	1.107	0.5861	False	False	False	False		
AGBL5	ENSG00000084693	bg	False	False	1.6548e-08	0.709	1.9344	False	False	False	False		
AGFG1	ENSG00000173744	bg	False	False	1.0	0.286	1.4997	True	True	False	False		
AGFG2	ENSG00000106351	bg	False	False	2.0088e-06	0.873	0.0276	False	False	False	False		
AGGF1	ENSG00000164252	bg	False	False	4.6139e-09	0.808	0.74272	False	False	False	False		
AGK	ENSG00000006530	bg	False	False	7.3523e-06	0.918	1.0683	False	False	False	False		
AGL	ENSG00000162688	bg	False	False	1.0329999999999999e-22	0.72	0.87709	False	False	False	False		
AGMAT	ENSG00000116771	bg	False	False	4.9676e-16	1.712	-0.78133	False	False	False	False		
AGMO	ENSG00000187546	bg	False	False	6.4021e-16	1.561	-2.552	False	False	False	False		
AGO1	ENSG00000092847	bg	False	False	1.0	0.164	6.4391	True	True	True	True		
AGO2	ENSG00000123908	bg	False	False	1.0	0.102	6.9835	True	True	True	True		
AGO3	ENSG00000126070	bg	False	False	1.0	0.232	6.2067	True	True	True	True		
AGO4	ENSG00000134698	bg	False	False	1.0	0.393	4.4551	True	False	True	True		
AGPAT2	ENSG00000169692	bg	False	False	7.177e-06	1.199	-0.8571	False	False	False	False		
AGPAT3	ENSG00000160216	bg	False	False	1.0	0.21	3.157	True	True	True	True		
AGPAT4	ENSG00000026652	bg	False	False	0.9973	0.461	3.0509	True	False	True	False		
AGPAT5	ENSG00000155189	bg	False	False	3.3307e-14	1.391	-3.3713	False	False	False	False		
AGPS	ENSG00000018510	bg	False	False	0.99977	0.408	2.8043	True	False	False	False		
AGR2	ENSG00000106541	bg	False	False	1.6551e-07	1.34	0.73655	False	False	False	False		
AGR3	ENSG00000173467	bg	False	False	2.711e-09	1.932	-0.43599	False	False	False	False		
AGRN	ENSG00000188157	bg	False	False	1.5815e-20	0.73	-2.5712	False	False	False	False		
AGRP	ENSG00000159723	bg	False	False	0.018192	1.091	0.29117	False	False	False	False		
AGT	ENSG00000135744	bg	False	False	1.6897e-08	1.202	0.41574	False	False	False	False		
AGTPBP1	ENSG00000135049	bg	False	False	0.0066485	0.556	2.5632	False	False	False	False		
AGTR1	ENSG00000144891	bg	False	False	7.219e-05	1.113	1.3757	False	False	False	False		
AGTRAP	ENSG00000177674	bg	False	False	0.12563	0.838	0.79283	False	False	False	False		
AGXT	ENSG00000172482	bg	False	False	2.0059e-14	1.251	-0.48001	False	False	False	False		
AGXT2	ENSG00000113492	bg	False	False	1.3802e-18	1.185	0.075848	False	False	False	False		
AHCTF1	ENSG00000153207	bg	False	False	1.0	0.142	2.7271	True	True	False	False		
AHCY	ENSG00000101444	bg	False	False	0.00093098	0.727	2.5289	False	False	False	False		
AHCYL1	ENSG00000168710	bg	False	False	1.0	0.34	5.1246	True	True	True	True		
AHCYL2	ENSG00000158467	bg	False	False	0.91149	0.516	2.3621	True	False	False	False		
AHDC1	ENSG00000126705	bg	False	False	1.0	0.168	2.4789	True	True	False	False		
AHI1	ENSG00000135541	bg	False	False	2.6598000000000003e-30	1.069	-0.22863	False	False	False	False		
AHNAK	ENSG00000124942	bg	False	False	0.0002226	0.793	0.76862	False	False	False	False		
AHNAK2	ENSG00000185567	bg	False	False	0.00025356	0.917	-5.931	False	False	False	False		
AHR	ENSG00000106546	bg	False	False	0.007994	0.606	0.66328	False	False	False	False		
AHRR	ENSG00000063438	bg	False	False	1.1095e-06	0.897	-0.81612	False	False	False	False		
AHSA1	ENSG00000100591	bg	False	False	0.97802	0.505	1.1759	True	False	False	False		
AHSG	ENSG00000145192	bg	False	False	1.136e-05	1.042	0.14138	False	False	False	False		
AHSP	ENSG00000169877	bg	False	False	0.0027368	1.947	-0.30055	False	False	False	False		
AICDA	ENSG00000111732	bg	False	False	1.2839e-05	1.144	0.99122	False	False	False	False		
AIDA	ENSG00000186063	bg	False	False	0.93307	0.545	1.5646	True	False	False	False		
AIF1L	ENSG00000126878	bg	False	False	0.0012316	1.102	0.13556	False	False	False	False		
AIFM2	ENSG00000042286	bg	False	False	1.6036e-13	1.404	0.53031	False	False	False	False		
AIFM3	ENSG00000183773	bg	False	False	2.2617e-22	1.109	0.73396	False	False	False	False		
AIG1	ENSG00000146416	bg	False	False	6.8925e-07	1.279	0.076739	False	False	False	False		
AIM2	ENSG00000163568	bg	False	False	1.1254e-11	1.421	1.3088	False	False	False	False		
AIMP1	ENSG00000164022	bg	False	False	6.2809e-05	0.931	0.27475	False	False	False	False		
AIMP2	ENSG00000106305	bg	False	False	2.3887e-06	1.107	-1.4459	False	False	False	False		
AIP	ENSG00000110711	bg	False	False	0.28135	0.626	1.2835	False	False	False	False		
AIPL1	ENSG00000129221	bg	False	False	7.0113e-07	1.01	0.42085	False	False	False	False		
AIRE	ENSG00000160224	bg	False	False	2.864e-16	1.169	-1.0396	False	False	False	False		
AJAP1	ENSG00000196581	bg	False	False	0.99921	0.376	-0.92316	True	False	False	False		
AJM1	ENSG00000232434	bg	False	False	2.4787e-06	1.162	-2.0249	False	False	False	False		
AJUBA	ENSG00000129474	bg	False	False	0.4294	0.581	1.5197	False	False	False	False		
AK1	ENSG00000106992	bg	False	False	0.0078122	0.873	1.0139	False	False	False	False		
AK2	ENSG00000004455	bg	False	False	0.00086478	0.954	0.77091	False	False	False	False		
AK3	ENSG00000147853	bg	False	False	3.3565e-10	1.602	-2.8178	False	False	False	False		
AK4	ENSG00000162433	bg	False	False	0.010184	0.942	1.7549	False	False	False	False		
AK5	ENSG00000154027	bg	False	False	0.97996	0.5	2.5537	True	False	False	False		
AK6	ENSG00000085231	bg	False	False	9.1273e-09	1.377	0.42187	False	False	False	False		
AK7	ENSG00000140057	bg	False	False	1.1629e-15	0.945	0.66799	False	False	False	False		
AK8	ENSG00000165695	bg	False	False	1.1284e-13	1.12	0.84105	False	False	False	False		
AK9	ENSG00000155085	bg	False	False	2.6186e-37	0.848	2.2837	False	False	False	False		
AKAIN1	ENSG00000231824	bg	False	False	0.11342	1.506	0.1917	False	False	False	False		
AKAP1	ENSG00000121057	bg	False	False	0.67115	0.526	2.489	False	False	False	False		
AKAP10	ENSG00000108599	bg	False	False	0.99999	0.381	1.8372	True	False	False	False		
AKAP11	ENSG00000023516	bg	False	False	1.0	0.319	0.883	True	True	False	False		
AKAP12	ENSG00000131016	bg	False	False	0.97372	0.496	1.388	True	False	False	False		
AKAP13	ENSG00000170776	bg	False	False	1.0	0.362	-0.68831	True	False	False	False		
AKAP3	ENSG00000111254	bg	False	False	0.021293	0.62	1.5255	False	False	False	False		
AKAP5	ENSG00000179841	bg	False	False	0.66209	0.698	1.529	False	False	False	False		
AKAP6	ENSG00000151320	bg	False	False	1.0	0.367	1.1311	True	False	False	False		
AKAP7	ENSG00000118507	bg	False	False	6.8781e-09	1.33	0.37996	False	False	False	False		
AKAP8	ENSG00000105127	bg	False	False	0.99314	0.48	0.040374	True	False	False	False		
AKAP8L	ENSG00000011243	bg	False	False	0.018734	0.592	0.88962	False	False	False	False		
AKAP9	ENSG00000127914	bg	False	False	1.5523999999999999e-43	0.662	2.0527	False	False	False	False		
AKIP1	ENSG00000166452	bg	False	False	1.0825e-05	1.324	-0.61902	False	False	False	False		
AKIRIN1	ENSG00000174574	bg	False	False	0.99261	0.435	-0.74362	True	False	False	False		
AKIRIN2	ENSG00000135334	bg	False	False	0.99192	0.459	0.72022	True	False	False	False		
AKNA	ENSG00000106948	bg	False	False	2.1934e-08	0.631	0.39093	False	False	False	False		
AKNAD1	ENSG00000162641	bg	False	False	2.093e-16	0.912	0.65986	False	False	False	False		
AKR1A1	ENSG00000117448	bg	False	False	6.6523e-06	0.871	0.91168	False	False	False	False		
AKR1B1	ENSG00000085662	bg	False	False	0.00073369	0.75	0.96012	False	False	False	False		
AKR1B10	ENSG00000198074	bg	False	False	1.2141e-13	1.324	0.41846	False	False	False	False		
AKR1B15	ENSG00000227471	bg	False	False	8.3094e-18	1.527	-0.074096	False	False	False	False		
AKR1C1	ENSG00000187134	bg	False	False	3.345e-10	1.255	0.51475	False	False	False	False		
AKR1C2	ENSG00000151632	bg	False	False	8.8515e-07	1.035	0.93379	False	False	False	False		
AKR1C3	ENSG00000196139	bg	False	False	8.9689e-11	1.34	-1.2148	False	False	False	False		
AKR1C4	ENSG00000198610	bg	False	False	5.3623e-13	1.337	-0.45152	False	False	False	False		
AKR1D1	ENSG00000122787	bg	False	False	7.4662e-09	1.157	0.99354	False	False	False	False		
AKR1E2	ENSG00000165568	bg	False	False	2.5795e-15	1.302	-0.18634	False	False	False	False		
AKR7A2	ENSG00000053371	bg	False	False	9.4203e-09	1.062	-0.66683	False	False	False	False		
AKR7A3	ENSG00000162482	bg	False	False	5.944e-14	1.409	0.84226	False	False	False	False		
AKT1	ENSG00000142208	bg	False	False	0.99545	0.474	4.2239	True	False	True	True		
AKT1S1	ENSG00000204673	bg	False	False	1.3423e-06	1.49	-1.5434	False	False	False	False		
AKT2	ENSG00000105221	bg	False	False	0.99996	0.398	3.4263	True	False	True	True		
AKT3	ENSG00000117020	bg	False	False	0.99015	0.482	4.235	True	False	True	True		
AKTIP	ENSG00000166971	bg	False	False	0.37378	0.612	2.0383	False	False	False	False		
ALAD	ENSG00000148218	bg	False	False	0.097632	0.63	2.4257	False	False	False	False		
ALAS1	ENSG00000023330	bg	False	False	0.0028188	0.649	1.9652	False	False	False	False		
ALB	ENSG00000163631	bg	False	False	0.1093	0.577	1.0132	False	False	False	False		
ALCAM	ENSG00000170017	bg	False	False	0.99519	0.474	1.751	True	False	False	False		
ALDH16A1	ENSG00000161618	bg	False	False	4.4086e-30	1.183	-2.4012	False	False	False	False		
ALDH18A1	ENSG00000059573	bg	False	False	0.00013089	0.617	3.0998	False	False	True	True		
ALDH1A1	ENSG00000165092	bg	False	False	0.87463	0.542	1.5456	False	False	False	False		
ALDH1A2	ENSG00000128918	bg	False	False	0.16502	0.581	1.327	False	False	False	False		
ALDH1A3	ENSG00000184254	bg	False	False	0.0037408	0.667	2.2593	False	False	False	False		
ALDH1B1	ENSG00000137124	bg	False	False	3.6419e-06	1.029	0.60146	False	False	False	False		
ALDH1L1	ENSG00000144908	bg	False	False	2.5911e-15	0.822	1.0581	False	False	False	False		
ALDH1L2	ENSG00000136010	bg	False	False	3.7563000000000003e-25	0.974	1.7159	False	False	False	False		
ALDH2	ENSG00000111275	bg	False	False	5.9378e-11	0.989	1.6597	False	False	False	False		
ALDH3A1	ENSG00000108602	bg	False	False	3.5553e-16	1.246	0.26411	False	False	False	False		
ALDH3A2	ENSG00000072210	bg	False	False	8.6514e-09	0.972	0.98365	False	False	False	False		
ALDH3B1	ENSG00000006534	bg	False	False	5.5371e-12	1.217	-0.013463	False	False	False	False		
